"Input invariants"	"Petal permutation"	"Actual invariants"
"{  21.,   14.,   -6., 2367.}"	"{-18.0385, -16.7220, -19.3908, -22.5088, -26.6335, -25.4639, -26.3705, -23.1297, -16.6698, -23.3689, -20.5033, -23.8147, -25.2938, -22.9558, -25.2389, -33.2204, -12.7952, -19.1480, -26.6615,  -7.9480, -14.8536, -12.5589, -19.0504, -11.5523, -12.5029}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 1.8000e+01,  1.4000e+01, -2.0000e+00,  5.9630e+03}"	"{-45.3948, -42.0736, -48.7903, -56.6354, -67.0322, -64.0697, -66.3444, -58.1900, -41.9469, -58.8113, -51.5859, -59.9108, -63.6333, -57.7577, -63.5125, -83.5907, -32.1936, -48.1878, -67.0795, -20.0034, -37.3832, -31.5993, -47.9310, -29.0619, -31.4610}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{11.,  4.,  4., 65.}"	"{-0.4868, -0.4530, -0.5257, -0.6065, -0.7157, -0.6898, -0.7170, -0.6274, -0.4502, -0.6286, -0.5556, -0.6476, -0.6900, -0.6225, -0.6845, -0.8987, -0.3475, -0.5168, -0.7216, -0.2130, -0.4018, -0.3389, -0.5159, -0.3142, -0.3355}"	"{17, 12, -2, 287, {{-10, -1}, {-9, 5}, {-8, -14}, {-7, 30}, {-6, -50}, {-5, 68}, {-4, -79}, {-3, 76}, {-2, -60}, {-1, 34}, {0, -4}, {1, -18}, {2, 32}, {3, -33}, {4, 26}, {5, -16}, {6, 7}, {7, -2}}, {{-6, 1}, {-5, -6}, {-4, 11}, {-3, 2}, {-2, -38}, {-1, 76}, {0, -91}, {1, 76}, {2, -38}, {3, 2}, {4, 11}, {5, -6}, {6, 1}}}"
"{10.,  6., -2., 63.}"	"{-0.4834, -0.4494, -0.5217, -0.6035, -0.7102, -0.6844, -0.7120, -0.6242, -0.4470, -0.6248, -0.5520, -0.6436, -0.6836, -0.6182, -0.6783, -0.8923, -0.3451, -0.5126, -0.7166, -0.2121, -0.3980, -0.3365, -0.5121, -0.3119, -0.3345}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 18.,  14.,   0., 649.}"	"{-4.9510, -4.5926, -5.3243, -6.1780, -7.3067, -6.9916, -7.2436, -6.3525, -4.5756, -6.4117, -5.6310, -6.5418, -6.9499, -6.3043, -6.9306, -9.1217, -3.5137, -5.2548, -7.3214, -2.1800, -4.0770, -3.4475, -5.2310, -3.1740, -3.4308}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 24.,  12.,   2., 943.}"	"{ -7.1798,  -6.6590,  -7.7215,  -8.9599, -10.5976, -10.1394, -10.5025,  -9.2108,  -6.6360,  -9.2987,  -8.1645,  -9.4851, -10.0770,  -9.1411, -10.0498, -13.2261,  -5.0945,  -7.6219, -10.6167,  -3.1618,  -5.9125,  -5.0001,  -7.5852,  -4.6016,  -4.9756}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{16., 14.,  2., 11.}"	"{-0.1409, -0.1484, -0.1565, -0.1704, -0.1969, -0.2110, -0.2281, -0.1972, -0.1357, -0.1787, -0.1679, -0.2107, -0.2204, -0.1935, -0.2103, -0.2724, -0.1093, -0.1393, -0.2235, -0.0585, -0.1236, -0.1037, -0.1670, -0.1006, -0.1056}"	"{17, 14, -2, 1795, {{-7, 1}, {-6, -4}, {-5, 12}, {-4, -27}, {-3, 52}, {-2, -89}, {-1, 136}, {0, -185}, {1, 224}, {2, -243}, {3, 238}, {4, -208}, {5, 162}, {6, -110}, {7, 63}, {8, -29}, {9, 10}, {10, -2}}, {{-7, 1}, {-6, -8}, {-5, 32}, {-4, -84}, {-3, 155}, {-2, -219}, {-1, 261}, {0, -275}, {1, 261}, {2, -219}, {3, 155}, {4, -84}, {5, 32}, {6, -8}, {7, 1}}}"
"{  18.,   16.,   -6., 1867.}"	"{-14.2348, -13.1961, -15.3019, -17.7619, -21.0159, -20.0940, -20.8107, -18.2533, -13.1542, -18.4401, -16.1810, -18.7938, -19.9610, -18.1157, -19.9174, -26.2161, -10.0970, -15.1096, -21.0395,  -6.2718, -11.7207,  -9.9100, -15.0334,  -9.1169,  -9.8661}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 19.,  16., -10.,   3.}"	"{-0.1717, -0.1808, -0.1895, -0.2101, -0.2369, -0.2575, -0.2783, -0.2408, -0.1666, -0.2151, -0.2047, -0.2583, -0.2706, -0.2367, -0.2599, -0.3310, -0.1333, -0.1708, -0.2738, -0.0709, -0.1508, -0.1285, -0.2039, -0.1250, -0.1298}"	"{15, 12, 0, 893, {{-4, 2}, {-3, -7}, {-2, 19}, {-1, -38}, {0, 63}, {1, -91}, {2, 114}, {3, -126}, {4, 125}, {5, -110}, {6, 86}, {7, -58}, {8, 33}, {9, -15}, {10, 5}, {11, -1}}, {{-6, 2}, {-5, -13}, {-4, 38}, {-3, -74}, {-2, 111}, {-1, -136}, {0, 145}, {1, -136}, {2, 111}, {3, -74}, {4, 38}, {5, -13}, {6, 2}}}"
"{ 6.,  4.,  0., 13.}"	"{-0.1001, -0.0951, -0.1094, -0.1242, -0.1451, -0.1438, -0.1518, -0.1320, -0.0935, -0.1288, -0.1156, -0.1377, -0.1465, -0.1309, -0.1435, -0.1870, -0.0741, -0.1058, -0.1498, -0.0433, -0.0841, -0.0696, -0.1080, -0.0662, -0.0689}"	"{13, 8, -2, 147, {{-5, 1}, {-4, -2}, {-3, 4}, {-2, -7}, {-1, 12}, {0, -17}, {1, 20}, {2, -22}, {3, 21}, {4, -17}, {5, 13}, {6, -7}, {7, 3}, {8, -1}}, {{-4, -3}, {-3, 11}, {-2, -20}, {-1, 26}, {0, -27}, {1, 26}, {2, -20}, {3, 11}, {4, -3}}}"
"{ 15.,  10.,   4., 865.}"	"{ -6.5794,  -6.1004,  -7.0740,  -8.2082,  -9.7119,  -9.2887,  -9.6213,  -8.4375,  -6.0804,  -8.5213,  -7.4795,  -8.6885,  -9.2307,  -8.3746,  -9.2094, -12.1182,  -4.6682,  -6.9841,  -9.7251,  -2.8976,  -5.4190,  -4.5802,  -6.9487,  -4.2150,  -4.5582}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 5.,  4., -4.,  5.}"	"{-0.0610, -0.0596, -0.0667, -0.0746, -0.0867, -0.0889, -0.0949, -0.0815, -0.0576, -0.0784, -0.0708, -0.0877, -0.0913, -0.0814, -0.0886, -0.1144, -0.0466, -0.0629, -0.0921, -0.0262, -0.0521, -0.0427, -0.0682, -0.0414, -0.0428}"	"{17, 14, -2, 2099, {{-7, 1}, {-6, -4}, {-5, 12}, {-4, -26}, {-3, 50}, {-2, -89}, {-1, 142}, {0, -201}, {1, 253}, {2, -284}, {3, 286}, {4, -258}, {5, 207}, {6, -144}, {7, 85}, {8, -40}, {9, 14}, {10, -3}}, {{-7, 1}, {-6, -8}, {-5, 34}, {-4, -96}, {-3, 184}, {-2, -260}, {-1, 306}, {0, -321}, {1, 306}, {2, -260}, {3, 184}, {4, -96}, {5, 34}, {6, -8}, {7, 1}}}"
"{ 15.,   6.,  -2., 359.}"	"{-2.7348, -2.5371, -2.9426, -3.4140, -4.0350, -3.8638, -4.0041, -3.5113, -2.5285, -3.5419, -3.1114, -3.6168, -3.8421, -3.4840, -3.8285, -5.0391, -1.9423, -2.9030, -4.0458, -1.2040, -2.2517, -1.9052, -2.8909, -1.7543, -1.8954}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 1.6000e+01,  1.2000e+01, -2.0000e+00,  3.0230e+03}"	"{-23.0185, -21.3361, -24.7421, -28.7198, -33.9886, -32.4905, -33.6455, -29.5099, -21.2709, -29.8211, -26.1601, -30.3833, -32.2715, -29.2898, -32.2069, -42.3887, -16.3261, -24.4348, -34.0171, -10.1427, -18.9560, -16.0241, -24.3064, -14.7385, -15.9532}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 20.,  10.,   4., 217.}"	"{-1.6456, -1.5298, -1.7733, -2.0543, -2.4256, -2.3280, -2.4143, -2.1164, -1.5219, -2.1288, -1.8755, -2.1807, -2.3195, -2.0996, -2.3079, -3.0354, -1.1700, -1.7472, -2.4381, -0.7231, -1.3559, -1.1471, -1.7416, -1.0585, -1.1394}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 18.,  10.,  -2., 587.}"	"{-4.4743, -4.1502, -4.8126, -5.5845, -6.6030, -6.3194, -6.5473, -5.7422, -4.1359, -5.7949, -5.0891, -5.9134, -6.2817, -5.6980, -6.2630, -8.2433, -3.1762, -4.7493, -6.6173, -1.9703, -3.6843, -3.1162, -4.7280, -2.8687, -3.1010}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{  23.,   14.,    4., 2061.}"	"{-15.6878, -14.5436, -16.8646, -19.5730, -23.1617, -22.1455, -22.9344, -20.1145, -14.4971, -20.3213, -17.8314, -20.7107, -22.0006, -19.9647, -21.9537, -28.8920, -11.1276, -16.6532, -23.1867,  -6.9111, -12.9196, -10.9214, -16.5669, -10.0473, -10.8713}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{  24.,   16.,    0., 2541.}"	"{-19.3514, -17.9397, -20.8022, -24.1451, -28.5717, -27.3170, -28.2893, -24.8118, -17.8827, -25.0683, -21.9952, -25.5470, -27.1359, -24.6264, -27.0781, -35.6385, -13.7260, -20.5419, -28.6013,  -8.5256, -15.9360, -13.4723, -20.4361, -12.3931, -13.4115}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 15.,   6.,  -2., 123.}"	"{-0.9404, -0.8740, -1.0142, -1.1750, -1.3850, -1.3314, -1.3818, -1.2115, -0.8700, -1.2169, -1.0722, -1.2488, -1.3269, -1.2010, -1.3178, -1.7350, -0.6699, -0.9983, -1.3943, -0.4131, -0.7742, -0.6558, -0.9961, -0.6056, -0.6517}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{  26.,   16.,    0., 1393.}"	"{-10.6135,  -9.8421, -11.4124, -13.2449, -15.6678, -14.9861, -15.5216, -13.6136,  -9.8089, -13.7473, -12.0675, -14.0176, -14.8909, -13.5106, -14.8538, -19.5501,  -7.5300, -11.2666, -15.6920,  -4.6750,  -8.7398,  -7.3906, -11.2114,  -6.8007,  -7.3560}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 24.,  16.,   4., 201.}"	"{-1.5388, -1.4328, -1.6593, -1.9219, -2.2667, -2.1784, -2.2605, -1.9821, -1.4231, -1.9894, -1.7564, -2.0419, -2.1723, -1.9651, -2.1594, -2.8406, -1.0944, -1.6335, -2.2823, -0.6757, -1.2679, -1.0731, -1.6300, -0.9917, -1.0659}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{16., 14., -6., 11.}"	"{-0.1580, -0.1619, -0.1752, -0.1959, -0.2240, -0.2356, -0.2497, -0.2171, -0.1507, -0.2007, -0.1869, -0.2327, -0.2425, -0.2153, -0.2330, -0.3024, -0.1203, -0.1611, -0.2471, -0.0669, -0.1340, -0.1146, -0.1832, -0.1119, -0.1163}"	"{16, 10, 0, 545, {{-4, 1}, {-3, -3}, {-2, 11}, {-1, -28}, {0, 55}, {1, -85}, {2, 107}, {3, -113}, {4, 101}, {5, -74}, {6, 39}, {7, -6}, {8, -17}, {9, 26}, {10, -21}, {11, 11}, {12, -3}}, {{-5, -1}, {-4, 10}, {-3, -43}, {-2, 85}, {-1, -92}, {0, 83}, {1, -92}, {2, 85}, {3, -43}, {4, 10}, {5, -1}}}"
"{2.6000e+01, 2.4000e+01, 8.0000e+00, 2.4772e+05}"	"{-1885.3898, -1747.2994, -2026.2731, -2352.1880, -2784.2849, -2660.8616, -2755.1455, -2416.5151, -1742.1627, -2442.7566, -2142.2927, -2487.9302, -2642.4634, -2398.6365, -2637.7368, -3471.5806, -1336.9984, -2001.4409, -2785.7869,  -830.8772, -1552.6953, -1312.3755, -1990.5671, -1206.8289, -1306.6885}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{  14.,    8.,   -2., 1219.}"	"{ -9.2822,  -8.6049,  -9.9787, -11.5818, -13.7039, -13.1035, -13.5714, -11.9027,  -8.5779, -12.0247, -10.5507, -12.2559, -13.0178, -11.8134, -12.9886, -17.0950,  -6.5851,  -9.8530, -13.7196,  -4.0894,  -7.6437,  -6.4623,  -9.8032,  -5.9451,  -6.4330}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{  25.,   14.,    4., 3453.}"	"{-26.2828, -24.3630, -28.2520, -32.7919, -38.8079, -37.0992, -38.4178, -33.6950, -24.2876, -34.0483, -29.8707, -34.6927, -36.8513, -33.4442, -36.7766, -48.4007, -18.6409, -27.9006, -38.8425, -11.5800, -21.6447, -18.2970, -27.7537, -16.8296, -18.2147}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{  18.,   12.,   -2., 1107.}"	"{ -8.4388,  -7.8244,  -9.0730, -10.5305, -12.4574, -11.9144, -12.3404, -10.8232,  -7.7988, -10.9310,  -9.5940, -11.1447, -11.8378, -10.7414, -11.8092, -15.5431,  -5.9870,  -8.9578, -12.4749,  -3.7175,  -6.9486,  -5.8757,  -8.9135,  -5.4063,  -5.8485}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 12.,   6.,  -2., 147.}"	"{-1.1180, -1.0380, -1.2040, -1.3961, -1.6478, -1.5808, -1.6400, -1.4378, -1.0339, -1.4474, -1.2733, -1.4817, -1.5740, -1.4260, -1.5660, -2.0613, -0.7955, -1.1864, -1.6554, -0.4917, -0.9204, -0.7791, -1.1830, -0.7185, -0.7745}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{  19.,   14.,   -2., 1607.}"	"{-12.2421, -11.3498, -13.1608, -15.2753, -18.0735, -17.2822, -17.8988, -15.6987, -11.3132, -15.8582, -13.9160, -16.1640, -17.1691, -15.5806, -17.1307, -22.5469,  -8.6843, -12.9947, -18.0952,  -5.3931, -10.0811,  -8.5230, -12.9294,  -7.8414,  -8.4845}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 16.,  10.,  -2., 127.}"	"{-0.9772, -0.9096, -1.0541, -1.2213, -1.4387, -1.3840, -1.4368, -1.2601, -0.9043, -1.2641, -1.1153, -1.2988, -1.3797, -1.2487, -1.3702, -1.8036, -0.6962, -1.0370, -1.4497, -0.4290, -0.8050, -0.6817, -1.0355, -0.6299, -0.6775}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 2.2000e+01,  1.4000e+01, -2.0000e+00,  1.5003e+04}"	"{-114.1958, -105.8365, -122.7336, -142.4726, -168.6361, -161.1710, -166.8861, -146.3743, -105.5225, -147.9525, -129.7624, -150.7016, -160.0632, -145.2891, -159.7682, -210.2751,  -80.9837, -121.2246, -168.7397,  -50.3236,  -94.0440,  -79.4916, -120.5713,  -73.1017,  -79.1453}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{3., 2., 2., 3.}"	"{-0.0294, -0.0307, -0.0320, -0.0353, -0.0409, -0.0439, -0.0496, -0.0415, -0.0292, -0.0389, -0.0350, -0.0449, -0.0464, -0.0406, -0.0451, -0.0563, -0.0243, -0.0298, -0.0459, -0.0131, -0.0278, -0.0217, -0.0340, -0.0201, -0.0212}"	"{13, 10, 0, 57, {{0, 1}, {2, -1}, {3, 1}, {4, 1}, {5, -3}, {6, 6}, {7, -9}, {8, 10}, {9, -10}, {10, 9}, {11, -6}, {12, 3}, {13, -1}}, {{-5, -1}, {-4, 4}, {-3, -8}, {-2, 10}, {-1, -5}, {0, 1}, {1, -5}, {2, 10}, {3, -8}, {4, 4}, {5, -1}}}"
"{  18.,   10.,    0., 1813.}"	"{-13.8040, -12.7965, -14.8391, -17.2235, -20.3811, -19.4864, -20.1802, -17.6991, -12.7563, -17.8824, -15.6896, -18.2238, -19.3575, -17.5669, -19.3157, -25.4219,  -9.7918, -14.6535, -20.4021,  -6.0818, -11.3678,  -9.6102, -14.5777,  -8.8404,  -9.5665}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 9.,  4.,  2., 35.}"	"{-0.2587, -0.2409, -0.2802, -0.3217, -0.3788, -0.3669, -0.3829, -0.3346, -0.2394, -0.3334, -0.2956, -0.3458, -0.3690, -0.3318, -0.3651, -0.4782, -0.1858, -0.2742, -0.3838, -0.1125, -0.2138, -0.1798, -0.2746, -0.1677, -0.1777}"	"{17, 10, 0, 713, {{-7, -1}, {-6, 5}, {-5, -15}, {-4, 33}, {-3, -57}, {-2, 84}, {-1, -106}, {0, 116}, {1, -111}, {2, 92}, {3, -64}, {4, 36}, {5, -12}, {6, -2}, {7, 7}, {8, -6}, {9, 3}, {10, -1}}, {{-5, 1}, {-4, -1}, {-3, -20}, {-2, 83}, {-1, -159}, {0, 193}, {1, -159}, {2, 83}, {3, -20}, {4, -1}, {5, 1}}}"
"{2.6000e+01, 1.4000e+01, 2.0000e+00, 4.0031e+04}"	"{-304.6711, -282.3607, -327.4419, -380.1061, -449.9241, -429.9898, -445.2292, -390.5063, -281.5277, -394.7363, -346.1907, -402.0486, -427.0233, -387.6157, -426.2510, -560.9980, -216.0565, -323.4244, -450.1786, -134.2642, -250.9087, -212.0766, -321.6718, -195.0238, -211.1551}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
