"Input invariants"	"Petal permutation"	"Actual invariants"
"{17., 10., -6., 15.}"	"{-3.2459, -4.8853, -4.9867, -5.5703, -6.9849, -6.0661, -6.9330, -7.2109,-4.7919, -6.0909, -5.5462, -6.4894, -5.8499, -5.6214, -6.5040, -6.9607,-4.6867, -5.2713, -6.6566, -4.2289, -5.5351, -4.3529, -5.2948, -3.6525,-4.5763}"	"{17, 12, 0, 129, {{-8, 2}, {-7, -4}, {-6, 6}, {-5, -5}, {-4, -3}, {-3, 12}, {-2, -19}, {-1, 19}, {0, -10}, {1, -3}, {2, 19}, {3, -32}, {4, 39}, {5, -36}, {6, 26}, {7, -14}, {8, 5}, {9, -1}}, {{-6, -1}, {-5, 3}, {-4, -3}, {-3, -3}, {-2, 16}, {-1, -32}, {0, 41}, {1, -32}, {2, 16}, {3, -3}, {4, -3}, {5, 3}, {6, -1}}}"
"{ 15.,  10.,  -4., 133.}"	"{-12.5572, -18.6659, -19.1137, -21.4605, -26.8852, -23.2762, -26.4672,-27.5417, -18.3177, -23.4052, -21.2718, -24.7572, -22.3863, -21.4866,-24.8705, -26.6739, -17.8397, -20.3027, -25.4616, -16.2578, -21.1595,-16.6242, -20.2633, -13.9659, -17.3874}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{  19.,   12.,    8., 1089.}"	"{ -94.7514, -140.6571, -144.0434, -161.8501, -202.7309, -175.4767,-199.3493, -207.4534, -138.0277, -176.4527, -160.3306, -186.4722,-168.6752, -161.8851, -187.3962, -201.0614, -134.3221, -153.1147,-191.8564, -122.6124, -159.4461, -125.2411, -152.6886, -105.2365,-130.9053}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{  24.,   16.,    4., 1357.}"	"{-118.0441, -175.2294, -179.4500, -201.6370, -252.5679, -218.6090,-248.3499, -258.4493, -171.9524, -219.8266, -199.7431, -232.3073,-210.1341, -201.6768, -233.4589, -250.4827, -167.3368, -190.7538,-239.0159, -152.7545, -198.6362, -156.0254, -190.2199, -131.1043,-163.0811}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{2.1000e+01, 1.6000e+01, 2.0000e+00, 5.6910e+03}"	"{ -489.5850,  -726.5687,  -744.0901,  -836.2046, -1047.4010,  -906.5132,-1029.7126, -1071.6031,  -712.9730,  -911.5833,  -828.2784,  -963.1906, -871.2983,  -836.2274,  -968.0213, -1038.6675,  -693.7612,  -791.0720, -991.0709,  -633.4984,  -823.6254,  -646.9291,  -788.7347,  -543.6210, -676.1120}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{10., 14., -8.,  5.}"	"{-2.4677, -3.7267, -3.7967, -4.2364, -5.3174, -4.6190, -5.2891, -5.5026,-3.6536, -4.6378, -4.2262, -4.9520, -4.4558, -4.2888, -4.9630, -5.3044,-3.5788, -4.0106, -5.0722, -3.2241, -4.2253, -3.3214, -4.0360, -2.7860,-3.4980}"	"{17, 12, 0, 129, {{-8, 2}, {-7, -4}, {-6, 6}, {-5, -5}, {-4, -3}, {-3, 12}, {-2, -19}, {-1, 19}, {0, -10}, {1, -3}, {2, 19}, {3, -32}, {4, 39}, {5, -36}, {6, 26}, {7, -14}, {8, 5}, {9, -1}}, {{-6, -1}, {-5, 3}, {-4, -3}, {-3, -3}, {-2, 16}, {-1, -32}, {0, 41}, {1, -32}, {2, 16}, {3, -3}, {4, -3}, {5, 3}, {6, -1}}}"
"{  19.,   12.,    0., 1781.}"	"{-154.0567, -228.6546, -234.1667, -263.1391, -329.6014, -285.2741,-324.0648, -337.2463, -224.3777, -286.8671, -260.6558, -303.1298,-274.2031, -263.1668, -304.6404, -326.8646, -218.3436, -248.9364,-311.8941, -199.3492, -259.1988, -203.5945, -248.2182, -171.0794,-212.7894}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{0., 0., 0., 1.}"	"{-0.3971, -0.5941, -0.6058, -0.6752, -0.8488, -0.7377, -0.8464, -0.8765,-0.5842, -0.7433, -0.6745, -0.7915, -0.7134, -0.6852, -0.7934, -0.8478,-0.5717, -0.6410, -0.8091, -0.5147, -0.6755, -0.5299, -0.6447, -0.4446,-0.5565}"	"{19, 12, 0, 413, {{-9, 2}, {-8, -3}, {-7, 3}, {-6, -1}, {-5, -1}, {-4, -5}, {-3, 14}, {-2, -21}, {-1, 19}, {0, -3}, {1, -22}, {2, 52}, {3, -77}, {4, 92}, {5, -91}, {6, 73}, {7, -46}, {8, 22}, {9, -7}, {10, 1}}, {{-6, -1}, {-5, -1}, {-4, 14}, {-3, -37}, {-2, 57}, {-1, -65}, {0, 67}, {1, -65}, {2, 57}, {3, -37}, {4, 14}, {5, -1}, {6, -1}}}"
"{ 18.,  12.,  -2., 727.}"	"{ -63.6703,  -94.5218,  -96.7983, -108.7620, -136.2356, -117.9187,-133.9710, -139.4188,  -92.7540, -118.5761, -107.7449, -125.3165,-113.3513, -108.7903, -125.9337, -135.1129,  -90.2704, -102.8917,-128.9315,  -82.3958, -107.1482,  -84.1654, -102.6091,  -70.7208, -87.9751}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{10.,  6.,  0., 37.}"	"{-4.1022, -6.1141, -6.2564, -7.0148, -8.7906, -7.6158, -8.6741, -9.0226,-6.0011, -7.6580, -6.9609, -8.1129, -7.3334, -7.0391, -8.1469, -8.7317,-5.8510, -6.6371, -8.3377, -5.3149, -6.9318, -5.4469, -6.6362, -4.5744,-5.7033}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{  21.,   14.,    6., 1299.}"	"{-112.8522, -167.5194, -171.5549, -192.7673, -241.4570, -208.9927,-237.4209, -247.0754, -164.3874, -210.1559, -190.9548, -222.0848,-200.8892, -192.8028, -223.1868, -239.4630, -159.9726, -182.3630,-228.4993, -146.0346, -189.8964, -149.1598, -181.8503, -125.3357,-155.9035}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{16., 16., -8., 85.}"	"{ -8.8324, -13.1455, -13.4570, -15.1007, -18.9219, -16.3824, -18.6478,-19.4056, -12.9001, -16.4744, -14.9788, -17.4411, -15.7642, -15.1358,-17.5184, -18.7805, -12.5721, -14.2874, -17.9300, -11.4433, -14.9023,-11.7103, -14.2697,  -9.8365, -12.2554}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 23.,  16.,   2., 547.}"	"{ -48.5284,  -72.0676,  -73.8010,  -82.9068, -103.8516,  -89.8969,-102.1493, -106.3014,  -70.7211,  -90.3945,  -82.1408,  -95.5515, -86.4237,  -82.9466,  -96.0161, -103.0074,  -68.8359,  -78.4321, -98.2999,  -62.8064,  -81.6942,  -64.1721,  -78.2322,  -53.9190, -67.0861}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{  18.,   16.,    0., 1405.}"	"{-122.0015, -181.0875, -185.4504, -208.3886, -261.0247, -225.9221,-256.6519, -267.0901, -177.6995, -227.1832, -206.4281, -240.0712,-217.1582, -208.4203, -241.2667, -258.8629, -172.9253, -197.1413,-247.0076, -157.8718, -205.2771, -161.2416, -196.5804, -135.4885,-168.5274}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 2.4000e+01,  1.8000e+01, -6.0000e+00,  1.2051e+04}"	"{-1035.2296, -1536.2745, -1573.3295, -1768.1354, -2214.7002, -1916.7762,-2177.2397, -2265.8196, -1507.5245, -1927.5039, -1751.3539, -2036.5822,-1842.2944, -1768.1395, -2046.8110, -2196.2046, -1466.8823, -1672.7026,-2095.5515, -1339.5212, -1741.4930, -1367.8800, -1667.7241, -1149.4493,-1429.5641}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{  17.,   14.,    8., 1033.}"	"{ -89.9263, -133.4931, -136.7063, -153.6071, -192.4064, -166.5390,-189.1960, -196.8883, -130.9981, -167.4656, -152.1650, -176.9744,-160.0834, -153.6406, -177.8532, -190.8215, -127.4808, -145.3165,-182.0836, -116.3682, -151.3255, -118.8627, -144.9120,  -99.8770,-124.2379}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{11.,  4., -4., 29.}"	"{-3.3518, -5.0004, -5.1172, -5.7374, -7.1877, -6.2284, -7.0961, -7.3821,-4.9077, -6.2622, -5.6931, -6.6377, -5.9986, -5.7576, -6.6626, -7.1399,-4.7879, -5.4275, -6.8206, -4.3463, -5.6685, -4.4551, -5.4274, -3.7415,-4.6666}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{17., 10., -2.,  3.}"	"{-2.5631, -3.8882, -3.9564, -4.4016, -5.5287, -4.8127, -5.5161, -5.7343,-3.8128, -4.8276, -4.3984, -5.1686, -4.6465, -4.4685, -5.1703, -5.5261,-3.7341, -4.1683, -5.2913, -3.3529, -4.4048, -3.4644, -4.2093, -2.9044,-3.6556}"	"{19, 12, 0, 413, {{-9, 2}, {-8, -3}, {-7, 3}, {-6, -1}, {-5, -1}, {-4, -5}, {-3, 14}, {-2, -21}, {-1, 19}, {0, -3}, {1, -22}, {2, 52}, {3, -77}, {4, 92}, {5, -91}, {6, 73}, {7, -46}, {8, 22}, {9, -7}, {10, 1}}, {{-6, -1}, {-5, -1}, {-4, 14}, {-3, -37}, {-2, 57}, {-1, -65}, {0, 67}, {1, -65}, {2, 57}, {3, -37}, {4, 14}, {5, -1}, {6, -1}}}"
"{ 21.,  18.,   6., 551.}"	"{ -48.8998,  -72.6211,  -74.3655,  -83.5401, -104.6448,  -90.5851,-102.9310, -107.1138,  -71.2643,  -91.0857,  -82.7693,  -96.2822, -87.0852,  -83.5822,  -96.7523, -103.7972,  -69.3630,  -79.0316, -99.0509,  -63.2865,  -82.3215,  -64.6639,  -78.8311,  -54.3317, -67.5999}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 24.,  14.,  -4., 353.}"	"{-31.9027, -47.3927, -48.5317, -54.5116, -68.2842, -59.1116, -67.1823,-69.9127, -46.5063, -59.4390, -54.0138, -62.8431, -56.8344, -54.5481,-63.1410, -67.7334, -45.2757, -51.5689, -64.6458, -41.2952, -53.7228,-42.2031, -51.4473, -35.4579, -44.1265}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 5.,  4., -4.,  5.}"	"{-1.2815, -1.9244, -1.9639, -2.1950, -2.7529, -2.3897, -2.7339, -2.8414,-1.8883, -2.4027, -2.1863, -2.5581, -2.3058, -2.2167, -2.5656, -2.7440,-1.8476, -2.0782, -2.6220, -1.6675, -2.1821, -1.7159, -2.0865, -1.4398,-1.8033}"	"{17, 12, 0, 129, {{-8, 2}, {-7, -4}, {-6, 6}, {-5, -5}, {-4, -3}, {-3, 12}, {-2, -19}, {-1, 19}, {0, -10}, {1, -3}, {2, 19}, {3, -32}, {4, 39}, {5, -36}, {6, 26}, {7, -14}, {8, 5}, {9, -1}}, {{-6, -1}, {-5, 3}, {-4, -3}, {-3, -3}, {-2, 16}, {-1, -32}, {0, 41}, {1, -32}, {2, 16}, {3, -3}, {4, -3}, {5, 3}, {6, -1}}}"
"{ 17.,  12.,   0., 689.}"	"{ -60.3947,  -89.6628,  -91.8208, -103.1672, -129.2273, -111.8546,-127.0827, -132.2493,  -87.9858, -112.4777, -102.2037, -118.8730,-107.5232, -103.1968, -119.4585, -128.1655,  -85.6300,  -97.5990,-122.3013,  -78.1570, -101.6399,  -79.8378,  -97.3331,  -67.0843, -83.4527}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{  22.,   18.,   10., 4939.}"	"{-425.2400, -631.0939, -646.3088, -726.3085, -909.7504, -787.3857,-894.4017, -930.7842, -619.2870, -791.7864, -719.4293, -836.6215,-756.8036, -726.3411, -840.8160, -902.1750, -602.6021, -687.1077,-860.8332, -550.2407, -715.3972, -561.9188, -685.0883, -472.1839,-587.2715}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 8.,  6.,  4., 29.}"	"{-3.4330, -5.1229, -5.2386, -5.8674, -7.3554, -6.3759, -7.2671, -7.5559,-5.0291, -6.4105, -5.8268, -6.7973, -6.1429, -5.8964, -6.8257, -7.3124,-4.9033, -5.5529, -6.9823, -4.4471, -5.8083, -4.5633, -5.5588, -3.8314,-4.7804}"	"{17, 12, 0, 129, {{-8, 2}, {-7, -4}, {-6, 6}, {-5, -5}, {-4, -3}, {-3, 12}, {-2, -19}, {-1, 19}, {0, -10}, {1, -3}, {2, 19}, {3, -32}, {4, 39}, {5, -36}, {6, 26}, {7, -14}, {8, 5}, {9, -1}}, {{-6, -1}, {-5, 3}, {-4, -3}, {-3, -3}, {-2, 16}, {-1, -32}, {0, 41}, {1, -32}, {2, 16}, {3, -3}, {4, -3}, {5, 3}, {6, -1}}}"
"{  17.,   14.,    0., 6577.}"	"{ -565.3926,  -839.0531,  -859.2885,  -965.6747, -1209.5692, -1046.8621,-1189.1257, -1237.5020,  -823.3522, -1052.7198,  -956.5152, -1112.3037,-1006.1888,  -965.6889, -1117.8877, -1199.4763,  -801.1597,  -913.5541,-1144.5052,  -731.5846,  -951.1362,  -747.0832,  -910.8444,  -627.7830, -780.7772}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 14.,  10.,  -2., 387.}"	"{-34.2667, -50.8817, -52.1058, -58.5394, -73.3275, -63.4718, -72.1216,-75.0528, -49.9305, -63.8254, -57.9965, -67.4626, -61.0179, -58.5634,-67.7906, -72.7281, -48.5988, -55.3798, -69.4039, -44.3476, -57.6786,-45.3081, -55.2347, -38.0689, -47.3636}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{18.,  8.,  0., 49.}"	"{ -5.5429,  -8.2721,  -8.4626,  -9.4859, -11.8853, -10.3008, -11.7348,-12.2066,  -8.1197, -10.3553,  -9.4132, -10.9766,  -9.9214,  -9.5220,-11.0193, -11.8092,  -7.9180,  -8.9742, -11.2811,  -7.1856,  -9.3769, -7.3689,  -8.9771,  -6.1884,  -7.7195}"	"{17, 12, 0, 129, {{-8, 2}, {-7, -4}, {-6, 6}, {-5, -5}, {-4, -3}, {-3, 12}, {-2, -19}, {-1, 19}, {0, -10}, {1, -3}, {2, 19}, {3, -32}, {4, 39}, {5, -36}, {6, 26}, {7, -14}, {8, 5}, {9, -1}}, {{-6, -1}, {-5, 3}, {-4, -3}, {-3, -3}, {-2, 16}, {-1, -32}, {0, 41}, {1, -32}, {2, 16}, {3, -3}, {4, -3}, {5, 3}, {6, -1}}}"
"{ 18.,  14.,   2., 407.}"	"{-36.3313, -53.9599, -55.2561, -62.0708, -77.7519, -67.3063, -76.4851,-79.5928, -52.9522, -67.6788, -61.5001, -71.5441, -64.7079, -62.1059,-71.8906, -77.1238, -51.5428, -58.7207, -73.5991, -47.0220, -61.1682,-48.0486, -58.5747, -40.3706, -50.2324}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 25.,  20.,  10., 783.}"	"{ -68.9914, -102.4463, -104.9091, -117.8588, -147.6322, -127.7938,-145.1997, -151.1009, -100.5323, -128.5006, -116.7655, -135.8210,-122.8513, -117.9080, -136.4882, -146.4305,  -97.8440, -111.4982,-139.7317,  -89.2846, -116.1306,  -91.2198, -111.2072,  -76.6460, -95.3563}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 17.,  14.,  -2., 799.}"	"{ -69.9360, -103.8224, -106.3219, -119.4635, -149.6398, -129.5202,-147.1519, -153.1356, -101.8805, -130.2432, -118.3472, -137.6447,-124.5027, -119.4946, -138.3244, -148.4079,  -99.1508, -113.0158,-141.6158,  -90.5036, -117.6913,  -92.4458, -112.7044,  -77.6788, -96.6303}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{1.9000e+01, 1.0000e+01, 2.0000e+00, 2.8830e+03}"	"{-248.5147, -368.8257, -377.7188, -424.4679, -531.6752, -460.1648,-522.7148, -543.9775, -361.9260, -462.7370, -420.4501, -488.9468,-442.2962, -424.4921, -491.3925, -527.2497, -352.1806, -401.5578,-503.0942, -321.5699, -418.0945, -328.4002, -400.3828, -275.9560,-343.2210}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 15.,  10.,   0., 117.}"	"{-11.1460, -16.5752, -16.9714, -19.0517, -23.8677, -20.6671, -23.5023,-24.4553, -16.2668, -20.7794, -18.8852, -21.9846, -19.8786, -19.0793,-22.0839, -23.6836, -15.8437, -18.0240, -22.6078, -14.4323, -18.7894,-14.7622, -17.9925, -12.4008, -15.4412}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
